tweet,sentiment,depression_score
"â€œI strongly endorse the LiveWell Program, which has helped so many individuals to deal with their persistent depression and anxiety. I would certainly refer my patients to attend the LiveWell support groups."" â€‹    --Aaron T. Beck, MD   https://buff.ly/2EQQDyaÂ  pic.twitter.com/0DHbEPQgus",0,0.0
ðŸŒ¹Depression keep me guessing thinking about tomorrow  Will I earn enough this week or am I gonna have to borrow Seems like this grey cloud ain't got nobody else to follow  Never good atâ€¦  https://www.instagram.com/p/Bu5U5Y4APaq/?utm_source=ig_twitter_share&igshid=562heyfupwrgÂ â€¦,1,0.6
Depression sneak up on You out of nowhere! I'm sad and lonely,1,0.6
have literally no one to tell so I ask for your support in helping me over some this depression that literally is impacting me negatively and as u can see ik itâ€™s bad and itâ€™s no good but itâ€™s just so hard to overcome it,1,0.65
UGH SAME EXCEPT MINE IS DEPRESSION. I legitimately didn't feel like getting out of bed (mainly because I forced myself to stay awake until noon) so I slept extra long. I'd just rather rot right now.  https://twitter.com/jonnapeterson81/status/1105133568387416064Â â€¦,1,0.5
"We're proud to be one of the only facilities in Southeast Asia providing TMS Treatment â€“ a cutting edge therapy method that has helped many of our clients during their depression treatment.  Click through to find out how, and why it works.  https://thedawnrehab.com/tms-treatment/?utm_source=facebook&utm_medium=boosted&utm_campaign=blogpost_sharingÂ â€¦",0,0.0
"Thereâ€™s nothing worse than over thinking and slowly becoming more and more consumed with my own insecurities, I feel terrible.   #depression #depressionisreal #sadquotes #quotes #deadinside",1,0.6
I have this fear that Iâ€™m going to end up falling into a major depression and lose my chance to make something of myself and let everybody down...,1,0.5
Nobody by my side even my dad my mom and my auntie they never care about depression on me and they not supporting me always it's OK curse whatever it's just my problem not affect them life finally I just want to say that I'm tried alone and I'm so fucking lonely,1,0.65
What Depression Feels Like: 10 Quotes About Depression Shared and Explained  https://www.psycom.net/depression-what-depression-feels-likeÂ â€¦,0,0.0
Depression,1,0.5
"TBH I thought ang depression para sa mga mahihina. Until I experience it.   I can't sleep and I gained so much wait dahil dinadaan ko sa kain ang lahat.   I Isolate myself from people, and I can't even work.   Been struggling for almost 3 mos and it's not yet over!",1,0.65
trump's proposed bugdet wii cause the nation's economy to enter a Depression .,0,0.0
"This might be crazy to read, but this actually isn't depression related; it just came up in a playlist and now I can't stop. I just like the song.",0,0.0
"Depression is a bitch. It has messed up my entire life, I cant deal with this, I feel devastated.",1,0.6
This can cure depression ðŸ˜Š  https://twitter.com/suhanamausam/status/1104988689669664768Â â€¦,0,0.0
"D&A - Episode 1 - LIVE - Depression, Anxiety & Brain Secrets  https://depressionanxietyseries.comÂ ",0,0.0
Men too can suffer from postpartum depression #PostpartumDepression #Health #Frustration #CentersforDiseaseControl #Men #Diagnose #Treatment  https://article.worldnews.com/view/2019/03/12/Men_too_can_suffer_from_postpartum_depression/Â â€¦ pic.twitter.com/hwH6zVwi30,0,0.0
"I haven't been running lately because I'm too anxious and depressed. But I've been anxious and depressed because I haven't been running. Typing this out just reminded me I need to take my meds. Depression/anxiety suck. Meds and exercise help, but some days/weeks/months are hard.",1,0.5
"Several randomized controlled trials have shown that physical exercise is as effective at treating depression as medication, specifically compared to treatment with second-generation anti-depressants.",0,0.0
Electrically syncing up brain regions improves depression in first-of-its-kind study  https://newatlas.com/electrical-brain-stimulation-depression-tacs/58815/Â â€¦,0,0.0
"i wish i didnt have depression , but i do .",1,0.55
L-Tyrosine ALL SIZE Energy Chronic Fatigue Depression  http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=2&toolid=10039&campid=5337661069&item=153385062202&vectorid=229466&lgeo=1Â â€¦,0,0.0
I really want my plans to through cuz I'm tired of depression it's draining my life ,1,0.6
"Depression is an uncontrollable force which will weigh you down. It can negatively affect how you feel, the way you think and how you act. Fortunately, it is also treatable.  Join us,â€¦  https://www.instagram.com/p/Bu5TqbjFS3U/?utm_source=ig_twitter_share&igshid=1byo2p2s88kfqÂ â€¦",0,0.0
New drug to treatÂ depression  https://www.blogdady.com/new-drug-to-deal-with-despair/Â â€¦ pic.twitter.com/W6HwjFxLd6,0,0.0
"The war that started it all (mass cynicism, mass death, Communism, Nazism, the Great Depression, World War II, the Cold War, Vietnam War, Korean War, Cold War II) and ended it all (Victorian civilization).",0,0.0
#EMDR therapy can be used to effectively treat behavioral responses to past trauma for addicts in early recovery. The Virtual EMDR #therapy Program can help and you can try it for free.  http://bit.ly/2DAIg7RÂ  #anxiety #PTSD #stress #phobia #fear #depression #mentalhealth pic.twitter.com/FBWI3e6koT,0,0.0
trump's budget proposal will cause an economic Depression in America !,0,0.0
Depression,1,0.5
depression + allergy+anxiety,1,0.6
"This Wednesdayâ€™s Peak of the Week talks about the Exhibition, finding your creativity and also depression, and taking control. Itâ€™s a strong program.  Check it out at 8pm U.K. time   http://Www.radioparkies.comÂ   http://www.radioparkies.com/Â ",0,0.0
"Depression is an uncontrollable force which will weigh you down. It can negatively affect how you feel, the way you think and how you act. Fortunately, it is also treatable.  Join us,â€¦  https://www.instagram.com/p/Bu5TZ15lQ3B/?utm_source=ig_twitter_share&igshid=1b8c6nn8ggfndÂ â€¦",0,0.0
"Keep Jasmine Plant in Your Bedroom: It Dramatically Improves Sleep, Reduces Anxiety, Depression and Panic Attacks  https://www.healthyandnaturalworld.com/the-10-best-plants-to-have-in-your-bedroom/Â â€¦",0,0.0
idk I should even get into it I sold all my skins before the H1 Great Depression happened it just pisses me off that H1 had so much going for them and they threw it all away by not listening to the ppl that made the game popular,0,0.0
" just because I struggle with depression and anxiety doesnâ€™t make me less, its pathetic how people treat me.",1,0.6
"#dotherightthing #gooddeeds #goodvibes #goodkarma #suicideprevention #depression #TMI #Trynamakeit @ Los Angeles, California  https://www.instagram.com/p/Bu5RrhSFl6l/?utm_source=ig_twitter_share&igshid=1bky8v1dw9dajÂ â€¦",0,0.0
I have depression.,1,0.5
#MentalHealth â€“ Songs AboutÂ Depression  https://ononeonlinesblog.wordpress.com/2019/03/11/mentalhealth-songs-about-depression/Â â€¦ pic.twitter.com/ltY7Qit52Q,0,0.0
my depression and my anxiety and my paranoia and all of my mental illness is getting bad again. I don't know what to do.,1,0.6
Study: Diet Supplements Donâ€™t Ward Off Depression  https://goo.gl/fb/9AmdLZÂ ,0,0.0
"everyday is such a struggle for me. having ptsd, depression, anxiety, and severe suicide ideation makes it hard to make it through the days. im proud of myself for getting through last night. im proud of myself for not killing myself. i still do. i still canâ€™t bear being alive.",1,0.8
Believe it or not Iâ€™ve had a rough past with depression and itâ€™s back to haunt me Iâ€™ll be better in a few days ðŸ–¤,1,0.55
My depression is getting worse. I feel like Iâ€™m floating through the ocean... ðŸ˜”,1,0.6
#Maca can help manage #depression and #hypertension.  https://www.ncbi.nlm.nih.gov/m/pubmed/24931003/Â â€¦ pic.twitter.com/hyM6k8G7kH,0,0.0
"@evanrachelwood  It took 20 years to talk about my abuse. Spent years in toxic relationships and was a hope to die addict trying desperately to numb the pain. 11 years clean, but still struggle with depression, self esteem and trusting others. #IAmNotOK",1,0.65
"i have my grandmotherâ€™s collection of rose depression glass. itâ€™s beautiful. I also collect old bottles, mainly for their shape so Iâ€™ve got a lot of old liquor and medicine bottles",0,0.0
going on eight years. 8 whole ass years suffering through depression. will this shit ever end?!,1,0.6
I have major depression disorder and complex PTSD. My oldest son also has Depression and PTSD and he is only eleven.,1,0.7
"Brain stimulation improves depression symptoms, restores brain waves in clinical study  https://neurosciencenews.com/brain-stimulation-tacs-depression-10877/Â â€¦ #depression #brain pic.twitter.com/coap901WpV",0,0.0
"U ever worry that you're not as close w ppl as you think as as much as youd like,,,,,,,,or they donr care about u as much as u care abt them,,,,I really need to leave the house more often sitting at home all the time really isnt helping my depression !!",1,0.6
"No, you should walk away from them. They never ""realize it"". You have to protect yourself. I'm fight major depression, I can't be around my own mother. She depresses me... it's her. She has nothing good to say. I also take meds & they have saved my life. dont know for how long I'll be able to survive.",1,0.85
FDA approves nasal spray for depression @CNNI https://cnn.it/2EOkveyÂ ,0,0.0
My answer to Should people who suffer from severe depression wait until they get better before they start dating?  https://www.quora.com/Should-people-who-suffer-from-severe-depression-wait-until-they-get-better-before-they-start-dating/answer/Dorothy-M-Neddermeyer?ch=2&srid=ubV8Â â€¦,0,0.0
"Brain stimulation improves depression symptoms, restores brain waves in clinical study  https://www.eurekalert.org/pub_releases/2019-03/uonc-bsi031119.phpÂ â€¦",0,0.0
"Jogging for 15 minutes a day, or walking or gardening for somewhat longer, could help protect people against developing depression, according to an innovative new study published last month.  https://www.nytimes.com/2019/02/13/well/mind/exercise-may-help-to-fend-off-depression.html?fbclid=IwAR1bq8d5yBki1PPfFHrEJLJ3QacEbSoJmQXdykETysYyKI-9PBfOI8ue1JYÂ â€¦",0,0.0
I have depression..,1,0.5
"I feel like I can't open up to my friends about my anxiety and depression, because they'll think I just want attention.",1,0.5
